Date,DayOfWeek,Month,Year,Is_Weekend,Is_Holiday,Product_ID,Category,Base_Price,Discount_Percentage,Current_Price,Store_ID,Store_Type,Competitor_Price,Footfall_Index,Avg_Temperature,Rainfall_mm,Social_Media_Sentiment,Lead_Time_Days,Safety_Stock_Level,Stock_On_Hand,Daily_Units_Sold,Festival_Name,Festival_Type,UPC_EAN,Product_Name,Sub_Category,Brand_Name,Brand_Tier,Shelf_Life_Days,No_of_Checkout_Counters,Avg_Billing_Time_min,Local_Population_Density,Product_Age_Days,No_of_Customer_Purchases,Unit_Cost,Promotional_Campaign_Flag,Competitor_Promotion_Flag,Google_Trends_Current_Wk,Google_Trends_Lag_1w,Shelf_Capacity,Promotion_Type,Marketing_Spend,Payday_Flag,School_Vacation_Flag,Local_Event_Flag,Launch_Date,Seasonal_Product_Flag,Online_Sales_Units,In_Store_Sales_Units,App_Traffic_Index,Website_Visits,Backorder_Flag,Supplier_Delay_Days,Fill_Rate_Pct,Loyalty_Program_Usage_Count,Repeat_Purchase_Rate,Avg_Basket_Size,Unit_Margin,Gross_Profit,Profit_Density,Stocking_Priority_Score,Stocking_Priority_Class,text_template
04/13/2023,3,4,2023,0,0,1002,Grocery,410.09,0.01,405.99,15,Urban,411.58,127.6,29.1,8.5,0.63,7,141,471,83,Unknown,,8148570840155,Nestle Beverages 1002,Beverages,Nestle,Premium,54,6,5.9,12371,228,22,322.2,0,0,32,32,30,Unknown,1247,0,0,0,08/28/2022,1,12,71,488,896,0,0,88.93,11,0.14,3.77,83.79000000000002,6954.5700000000015,231.81900000000005,0.3016604761907607,Medium,Category: Grocery | Product: Nestle Beverages 1002 | SubCategory: Beverages | Brand: Nestle | BrandTier: Premium | Promotion: Unknown | Festival: Unknown | StoreType: Urban
05/10/2023,2,5,2023,0,0,1009,Electronics,162.04,0.04,155.56,9,Rural,150.74,182.7,0.1,4.4,0.51,2,146,395,125,Unknown,,6904971737690,Bose Audio 1009,Audio,Bose,Budget,1682,10,7.6,1191,813,64,125.01,0,1,46,74,78,Unknown,923,0,1,0,02/16/2021,0,32,93,626,1432,0,6,91.34,37,0.32,1.95,30.549999999999997,3818.7499999999995,48.95833333333333,0.3012708938603935,Medium,Category: Electronics | Product: Bose Audio 1009 | SubCategory: Audio | Brand: Bose | BrandTier: Budget | Promotion: Unknown | Festival: Unknown | StoreType: Rural
06/24/2023,5,6,2023,1,0,1017,Home,144.56,0.39,88.18,11,Rural,153.53,163.3,34.9,0.9,0.5,7,20,431,161,Unknown,,5394891561256,Tupperware Bedding 1017,Bedding,Tupperware,Premium,2810,5,3.3,1637,86,101,113.0,1,0,77,46,20,BOGO,3240,0,1,0,03/30/2023,0,57,104,798,2103,0,0,88.94,35,0.2,1.59,-24.819999999999993,-3996.019999999999,-199.80099999999996,0.35077370779194755,High,Category: Home | Product: Tupperware Bedding 1017 | SubCategory: Bedding | Brand: Tupperware | BrandTier: Premium | Promotion: BOGO | Festival: Unknown | StoreType: Rural
03/25/2023,5,3,2023,1,1,1016,Grocery,267.78,0.19,216.9,13,Urban,281.7,98.5,25.9,12.2,0.61,7,114,155,100,Unknown,,8572879201082,Tata Spices 1016,Spices,Tata,Premium,10,7,3.2,14233,1127,24,172.24,1,1,82,77,86,Loyalty Only,6085,0,0,0,02/22/2020,0,15,85,509,977,0,3,93.05,10,0.22,4.17,44.66,4466.0,51.93023255813954,0.2503900893433876,Low,Category: Grocery | Product: Tata Spices 1016 | SubCategory: Spices | Brand: Tata | BrandTier: Premium | Promotion: Loyalty Only | Festival: Unknown | StoreType: Urban
01/22/2023,6,1,2023,1,0,1004,Home,30.58,0.05,29.05,2,Urban,30.48,190.7,30.1,5.7,0.19,8,74,322,148,Unknown,,1418637259927,Philips Kitchenware 1004,Kitchenware,Philips,Budget,2366,8,2.9,6891,607,127,21.5,0,1,12,82,90,Unknown,804,0,0,0,05/25/2021,0,23,125,564,1191,0,1,92.65,75,0.13,1.17,7.550000000000001,1117.4,12.415555555555557,0.4260403187094126,High,Category: Home | Product: Philips Kitchenware 1004 | SubCategory: Kitchenware | Brand: Philips | BrandTier: Budget | Promotion: Unknown | Festival: Unknown | StoreType: Urban
01/27/2023,4,1,2023,0,0,1011,Home,83.48,0.32,56.77,14,Rural,84.11,61.5,11.6,6.0,0.66,13,35,116,127,Unknown,,241095574500,Philips Kitchenware 1011,Kitchenware,Philips,Premium,1911,11,7.6,1293,1530,46,64.82,1,0,71,12,109,BOGO,1878,0,0,0,11/19/2018,0,44,83,708,1754,0,0,88.22,10,0.36,2.76,-8.04999999999999,-1022.3499999999988,-9.379357798165126,0.3418304345718631,Medium,Category: Home | Product: Philips Kitchenware 1011 | SubCategory: Kitchenware | Brand: Philips | BrandTier: Premium | Promotion: BOGO | Festival: Unknown | StoreType: Rural
07/14/2023,4,7,2023,0,0,1005,Home,407.28,0.44,228.08,6,Urban,371.4,194.2,15.1,21.2,0.46,5,28,190,115,Unknown,,9687801551834,Tupperware Decor 1005,Decor,Tupperware,Premium,2280,7,3.6,6002,1846,29,334.69,1,0,26,71,100,Seasonal Discount,3382,0,0,0,06/24/2018,1,30,85,612,1379,0,1,94.44,7,0.24,3.97,-106.60999999999999,-12260.149999999998,-122.60149999999997,0.3986014549011547,High,Category: Home | Product: Tupperware Decor 1005 | SubCategory: Decor | Brand: Tupperware | BrandTier: Premium | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Urban
12/03/2023,6,12,2023,1,0,1008,Electronics,70.64,0.44,39.56,8,Urban,71.42,86.9,15.9,0.4,0.62,11,25,175,135,Unknown,,1289795028296,Bose Audio 1008,Audio,Bose,Budget,1885,3,7.5,7119,288,28,45.88,1,0,23,26,80,BOGO,2223,1,1,0,02/18/2023,0,47,88,729,1835,0,3,88.12,5,0.36,4.82,-6.32,-853.2,-10.665000000000001,0.2953774730464232,Medium,Category: Electronics | Product: Bose Audio 1008 | SubCategory: Audio | Brand: Bose | BrandTier: Budget | Promotion: BOGO | Festival: Unknown | StoreType: Urban
08/24/2023,3,8,2023,0,0,1019,Electronics,120.53,0.48,62.68,18,Urban,127.55,51.4,2.8,2.8,0.24,13,65,425,96,Unknown,,832733976485,Bose Computers 1019,Computers,Bose,Mid,1209,13,2.6,5779,1128,21,76.49,1,0,85,23,109,BOGO,5730,0,0,0,07/22/2020,0,18,78,529,1057,0,5,99.07,6,0.21,4.57,-13.809999999999995,-1325.7599999999995,-12.16293577981651,0.36505731309097467,High,Category: Electronics | Product: Bose Computers 1019 | SubCategory: Computers | Brand: Bose | BrandTier: Mid | Promotion: BOGO | Festival: Unknown | StoreType: Urban
04/02/2023,6,4,2023,1,0,1000,Grocery,229.42,0.43,130.77,16,Rural,232.81,115.1,22.6,1.4,0.43,3,110,435,117,Unknown,,6817973669476,Amul Spices 1000,Spices,Amul,Budget,63,9,2.8,1951,1680,41,175.66,1,0,49,85,93,Flash Sale,5958,1,0,0,08/26/2018,0,36,81,653,1540,0,3,95.73,14,0.35,2.85,-44.889999999999986,-5252.129999999998,-56.47451612903224,0.2535465091644132,Low,Category: Grocery | Product: Amul Spices 1000 | SubCategory: Spices | Brand: Amul | BrandTier: Budget | Promotion: Flash Sale | Festival: Unknown | StoreType: Rural
01/21/2023,5,1,2023,1,0,1014,Home,260.97,0.0,260.97,12,Urban,248.72,103.8,31.1,5.0,0.21,1,123,4,87,Unknown,,7203826864190,Tupperware Decor 1014,Decor,Tupperware,Budget,2244,8,4.4,7650,1822,41,144.71,0,1,11,49,52,Unknown,1814,0,0,0,01/25/2018,1,21,66,550,1137,1,0,92.06,17,0.18,2.12,116.26000000000002,10114.62,194.5119230769231,0.4349673360831368,High,Category: Home | Product: Tupperware Decor 1014 | SubCategory: Decor | Brand: Tupperware | BrandTier: Budget | Promotion: Unknown | Festival: Unknown | StoreType: Urban
10/30/2023,0,10,2023,0,0,1005,Electronics,382.99,0.19,310.22,11,Rural,395.82,130.9,1.5,8.2,0.88,4,77,332,93,Unknown,,435507398804,Sony Audio 1005,Audio,Sony,Budget,1593,5,3.3,1637,1969,35,221.1,1,0,61,11,94,BOGO,4179,0,0,0,06/09/2018,0,20,73,543,1111,0,4,99.16,10,0.34,2.66,89.12000000000003,8288.160000000003,88.17191489361706,0.44121743172264694,High,Category: Electronics | Product: Sony Audio 1005 | SubCategory: Audio | Brand: Sony | BrandTier: Budget | Promotion: BOGO | Festival: Unknown | StoreType: Rural
12/23/2023,5,12,2023,1,0,1018,Grocery,226.43,0.41,133.59,6,Rural,220.16,169.5,-1.5,17.0,0.49,3,87,11,142,Unknown,,9284369426405,Amul Beverages 1018,Beverages,Amul,Mid,82,8,4.8,1952,653,129,191.14,1,0,85,61,59,Seasonal Discount,4958,0,1,0,03/10/2022,1,55,87,784,2049,1,2,91.15,53,0.28,1.1,-57.54999999999998,-8172.099999999998,-138.51016949152537,0.13045191727695393,Low,Category: Grocery | Product: Amul Beverages 1018 | SubCategory: Beverages | Brand: Amul | BrandTier: Mid | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Rural
03/25/2023,5,3,2023,1,0,1017,Grocery,395.98,0.18,324.7,3,Rural,399.53,176.4,24.5,3.0,0.22,2,39,58,99,Unknown,,6864448578923,Nestle Spices 1017,Spices,Nestle,Mid,79,11,7.3,1637,1648,50,260.27,1,1,81,85,72,Loyalty Only,5941,0,0,0,09/19/2018,0,38,61,667,1593,0,0,86.67,12,0.2,1.98,64.43,6378.570000000001,88.59125,0.22516417015148094,Low,Category: Grocery | Product: Nestle Spices 1017 | SubCategory: Spices | Brand: Nestle | BrandTier: Mid | Promotion: Loyalty Only | Festival: Unknown | StoreType: Rural
09/19/2023,1,9,2023,0,0,1005,Home,311.08,0.3,217.76,14,Rural,310.31,110.2,5.9,7.7,0.04,6,16,320,80,Unknown,,9687801551834,Tupperware Decor 1005,Decor,Tupperware,Premium,2280,11,7.6,1293,1846,35,227.14,1,0,64,81,61,Flash Sale,3692,0,0,0,08/30/2018,1,17,63,522,1030,0,2,96.09,13,0.34,2.29,-9.379999999999995,-750.3999999999996,-12.30163934426229,0.443371409829463,High,Category: Home | Product: Tupperware Decor 1005 | SubCategory: Decor | Brand: Tupperware | BrandTier: Premium | Promotion: Flash Sale | Festival: Unknown | StoreType: Rural
05/27/2023,5,5,2023,1,0,1012,Clothing,60.98,0.3,42.69,2,Rural,59.53,114.5,20.0,12.4,0.68,7,149,307,161,Unknown,,8799422298307,FabIndia Activewear 1012,Activewear,FabIndia,Mid,1080,8,6.7,1688,1587,113,30.72,1,1,91,64,98,Flash Sale,3390,0,1,0,01/21/2019,0,33,128,633,1459,0,2,98.68,58,0.26,1.42,11.969999999999999,1927.1699999999998,19.665,0.40431230254276085,High,Category: Clothing | Product: FabIndia Activewear 1012 | SubCategory: Activewear | Brand: FabIndia | BrandTier: Mid | Promotion: Flash Sale | Festival: Unknown | StoreType: Rural
09/14/2023,3,9,2023,0,0,1000,Home,82.38,0.18,67.55,11,Urban,85.99,72.2,22.8,5.7,0.21,10,161,298,110,Unknown,,495872934000,Sleepwell Furniture 1000,Furniture,Sleepwell,Premium,1117,6,4.4,6438,1651,54,60.67,1,1,28,91,94,Loyalty Only,5386,0,0,0,03/08/2019,0,35,75,646,1513,0,2,95.37,31,0.14,2.04,6.8799999999999955,756.7999999999995,8.051063829787228,0.35879538970181,High,Category: Home | Product: Sleepwell Furniture 1000 | SubCategory: Furniture | Brand: Sleepwell | BrandTier: Premium | Promotion: Loyalty Only | Festival: Unknown | StoreType: Urban
02/27/2023,0,2,2023,0,0,1012,Clothing,221.33,0.45,121.73,3,Urban,238.32,57.1,7.9,1.4,0.99,7,116,249,99,Unknown,,8799422298307,FabIndia Activewear 1012,Activewear,FabIndia,Mid,1080,9,6.6,14271,1587,34,146.06,1,1,71,28,43,Flash Sale,6329,0,0,0,10/24/2018,0,14,85,502,950,0,0,85.39,7,0.27,2.91,-24.33,-2408.6699999999996,-56.015581395348825,0.2299336842669974,Low,Category: Clothing | Product: FabIndia Activewear 1012 | SubCategory: Activewear | Brand: FabIndia | BrandTier: Mid | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
01/15/2023,6,1,2023,1,1,1006,Grocery,201.46,0.25,151.1,18,Urban,181.52,146.2,27.6,4.7,0.53,12,31,338,107,Unknown,,9655593773495,Ashirvad Spices 1006,Spices,Ashirvad,Budget,77,13,2.6,5779,268,68,110.55,1,0,45,71,74,BOGO,3740,0,0,0,04/22/2022,0,35,72,646,1513,0,1,88.74,32,0.33,1.57,40.55,4338.849999999999,58.633108108108104,0.22834053930113532,Low,Category: Grocery | Product: Ashirvad Spices 1006 | SubCategory: Spices | Brand: Ashirvad | BrandTier: Budget | Promotion: BOGO | Festival: Unknown | StoreType: Urban
06/11/2023,6,6,2023,1,0,1014,Electronics,373.05,0.23,287.25,1,Rural,405.4,59.7,17.0,17.5,0.29,8,184,92,72,Unknown,,9068867798232,Samsung Mobiles 1014,Mobiles,Samsung,Budget,1364,8,4.6,1920,1510,65,198.56,1,0,61,45,75,BOGO,5188,0,1,1,04/23/2019,0,14,58,502,950,0,7,91.67,33,0.33,1.11,88.69,6385.68,85.14240000000001,0.28117284340224624,Medium,Category: Electronics | Product: Samsung Mobiles 1014 | SubCategory: Mobiles | Brand: Samsung | BrandTier: Budget | Promotion: BOGO | Festival: Unknown | StoreType: Rural
06/12/2023,0,6,2023,0,0,1011,Beauty,292.46,0.5,146.23,1,Rural,293.13,160.1,29.8,21.9,0.66,13,39,318,122,Unknown,,6915580741113,Nivea Fragrance 1011,Fragrance,Nivea,Premium,408,8,4.6,1920,348,31,170.79,1,0,77,61,42,Flash Sale,6177,0,1,0,06/29/2022,0,31,91,619,1406,0,3,91.61,10,0.12,3.94,-24.560000000000002,-2996.32,-71.34095238095239,0.21777619730553954,Low,Category: Beauty | Product: Nivea Fragrance 1011 | SubCategory: Fragrance | Brand: Nivea | BrandTier: Premium | Promotion: Flash Sale | Festival: Unknown | StoreType: Rural
11/16/2023,3,11,2023,0,0,1000,Grocery,197.13,0.25,147.85,12,Rural,205.04,130.9,25.5,5.1,0.28,14,197,110,121,Unknown,,6817973669476,Amul Spices 1000,Spices,Amul,Budget,63,5,7.8,1981,1680,65,138.32,1,0,40,77,72,BOGO,1659,0,0,0,04/11/2019,0,36,85,653,1540,0,3,88.01,30,0.19,1.86,9.530000000000001,1153.13,16.015694444444446,0.17473129091732076,Low,Category: Grocery | Product: Amul Spices 1000 | SubCategory: Spices | Brand: Amul | BrandTier: Budget | Promotion: BOGO | Festival: Unknown | StoreType: Rural
10/08/2023,6,10,2023,1,0,1014,Electronics,89.53,0.09,81.47,15,Urban,95.9,79.8,29.7,10.9,0.82,2,176,305,129,Unknown,,9068867798232,Samsung Mobiles 1014,Mobiles,Samsung,Budget,1364,6,5.9,12371,1510,102,74.21,0,1,83,40,92,Unknown,825,0,0,0,08/20/2019,0,21,108,550,1137,0,1,97.76,42,0.14,1.26,7.260000000000005,936.5400000000006,10.179782608695659,0.4230958337746636,High,Category: Electronics | Product: Samsung Mobiles 1014 | SubCategory: Mobiles | Brand: Samsung | BrandTier: Budget | Promotion: Unknown | Festival: Unknown | StoreType: Urban
10/07/2023,5,10,2023,1,0,1003,Grocery,117.28,0.26,86.79,5,Urban,116.51,130.9,-4.2,1.1,0.31,14,157,367,172,Unknown,,1131674445030,Nestle Dairy 1003,Dairy,Nestle,Mid,48,11,6.6,5663,45,159,92.2,1,0,71,83,52,Seasonal Discount,2741,0,0,0,08/23/2023,0,50,122,749,1915,0,3,95.94,40,0.36,1.08,-5.409999999999997,-930.5199999999994,-17.894615384615374,0.26824291563398855,Low,Category: Grocery | Product: Nestle Dairy 1003 | SubCategory: Dairy | Brand: Nestle | BrandTier: Mid | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Urban
01/12/2023,3,1,2023,0,0,1012,Home,289.87,0.41,171.02,6,Urban,309.29,77.4,4.7,1.4,0.99,11,163,294,96,Unknown,,8680191775025,Tupperware Decor 1012,Decor,Tupperware,Budget,1644,7,3.6,6002,265,58,229.11,1,0,53,71,89,Loyalty Only,5705,0,0,0,04/22/2022,1,10,86,474,843,0,0,88.59,18,0.33,1.66,-58.09,-5576.64,-62.658876404494386,0.310119117018901,Medium,Category: Home | Product: Tupperware Decor 1012 | SubCategory: Decor | Brand: Tupperware | BrandTier: Budget | Promotion: Loyalty Only | Festival: Unknown | StoreType: Urban
10/01/2023,6,10,2023,1,0,1004,Clothing,214.6,0.39,130.91,16,Urban,200.76,115.8,-1.4,15.3,0.61,12,58,425,136,Unknown,,7044491151727,Levis Formalwear 1004,Formalwear,Levis,Premium,1347,3,2.2,9314,1739,36,149.02,1,1,86,53,86,Flash Sale,1439,1,0,0,12/27/2018,0,39,97,674,1620,0,2,87.14,7,0.28,3.78,-18.110000000000014,-2462.960000000002,-28.63906976744188,0.2527050238666946,Low,Category: Clothing | Product: Levis Formalwear 1004 | SubCategory: Formalwear | Brand: Levis | BrandTier: Premium | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
09/28/2023,3,9,2023,0,0,1001,Grocery,259.89,0.39,158.53,12,Urban,242.17,169.9,12.7,0.7,0.84,10,78,472,125,Unknown,,1996313736102,Tata Spices 1001,Spices,Tata,Budget,71,8,4.4,7650,1794,104,135.92,1,1,79,86,46,Flash Sale,4875,0,0,0,10/30/2018,0,21,104,550,1137,0,0,99.94,56,0.28,1.2,22.610000000000014,2826.250000000002,61.44021739130439,0.39277884848698075,High,Category: Grocery | Product: Tata Spices 1001 | SubCategory: Spices | Brand: Tata | BrandTier: Budget | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
07/27/2023,3,7,2023,0,0,1000,Electronics,89.49,0.35,58.17,12,Urban,92.31,119.3,30.6,1.1,0.07,13,51,335,133,Unknown,,8427460612484,Sony Computers 1000,Computers,Sony,Mid,1882,8,4.4,7650,801,99,73.35,1,0,14,79,64,BOGO,3482,0,0,0,05/17/2021,0,39,94,674,1620,0,1,95.6,32,0.23,1.34,-15.179999999999993,-2018.939999999999,-31.545937499999983,0.41666444469644054,High,Category: Electronics | Product: Sony Computers 1000 | SubCategory: Computers | Brand: Sony | BrandTier: Mid | Promotion: BOGO | Festival: Unknown | StoreType: Urban
01/27/2023,4,1,2023,0,1,1015,Home,333.14,0.13,289.83,3,Rural,357.8,72.3,13.7,2.7,0.35,6,15,16,84,Unknown,,6142649910959,Sleepwell Kitchenware 1015,Kitchenware,Sleepwell,Mid,2782,11,7.3,1637,1139,83,279.99,1,1,43,14,36,Flash Sale,6251,0,0,0,12/15/2019,0,23,61,564,1191,1,2,87.1,35,0.24,1.01,9.839999999999975,826.5599999999979,22.95999999999994,0.32039911143280286,Medium,Category: Home | Product: Sleepwell Kitchenware 1015 | SubCategory: Kitchenware | Brand: Sleepwell | BrandTier: Mid | Promotion: Flash Sale | Festival: Unknown | StoreType: Rural
03/13/2023,0,3,2023,0,0,1005,Beauty,427.01,0.43,243.4,2,Urban,460.52,158.6,29.0,4.5,0.74,13,190,219,110,Unknown,,4610429189629,Nivea Fragrance 1005,Fragrance,Nivea,Premium,596,8,2.9,6891,1649,71,319.06,1,0,74,43,91,Loyalty Only,3204,0,0,0,09/06/2018,0,27,83,591,1298,0,1,89.69,16,0.32,1.55,-75.66,-8322.6,-91.45714285714286,0.22716706690669822,Low,Category: Beauty | Product: Nivea Fragrance 1005 | SubCategory: Fragrance | Brand: Nivea | BrandTier: Premium | Promotion: Loyalty Only | Festival: Unknown | StoreType: Urban
03/01/2023,2,3,2023,0,0,1015,Home,132.68,0.45,72.97,7,Urban,136.49,78.0,8.1,4.6,0.66,6,43,486,114,Unknown,,6142649910959,Sleepwell Kitchenware 1015,Kitchenware,Sleepwell,Mid,2782,8,7.3,11584,1139,49,75.65,1,1,76,74,44,Flash Sale,2715,1,0,0,01/17/2020,0,24,90,571,1218,0,0,93.94,16,0.32,2.33,-2.680000000000007,-305.5200000000008,-6.943636363636381,0.4803190148842096,High,Category: Home | Product: Sleepwell Kitchenware 1015 | SubCategory: Kitchenware | Brand: Sleepwell | BrandTier: Mid | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
05/25/2023,3,5,2023,0,0,1013,Clothing,248.3,0.1,223.47,2,Rural,249.57,160.8,8.6,1.7,0.19,10,131,298,105,Unknown,,8974285838703,FabIndia Activewear 1013,Activewear,FabIndia,Budget,530,8,6.7,1688,905,60,132.56,0,1,15,76,37,Unknown,1012,0,1,0,12/01/2020,0,16,89,516,1003,0,0,97.1,30,0.23,1.75,90.91,9545.55,257.98783783783784,0.4530671564420664,High,Category: Clothing | Product: FabIndia Activewear 1013 | SubCategory: Activewear | Brand: FabIndia | BrandTier: Budget | Promotion: Unknown | Festival: Unknown | StoreType: Rural
04/03/2023,0,4,2023,0,0,1002,Home,487.89,0.07,453.74,7,Urban,471.44,121.9,30.8,12.7,0.36,12,133,304,45,Unknown,,660993912552,Ikea Kitchenware 1002,Kitchenware,Ikea,Premium,2154,8,7.3,11584,534,29,348.45,0,0,11,15,112,Unknown,541,1,0,0,10/16/2021,0,10,35,474,843,0,2,99.09,9,0.29,1.55,105.29000000000002,4738.050000000001,42.30401785714287,0.49291396804402965,High,Category: Home | Product: Ikea Kitchenware 1002 | SubCategory: Kitchenware | Brand: Ikea | BrandTier: Premium | Promotion: Unknown | Festival: Unknown | StoreType: Urban
11/05/2023,6,11,2023,1,0,1014,Beauty,169.95,0.49,86.67,11,Urban,186.27,118.1,12.0,12.3,0.26,1,19,4,144,Unknown,,7639209561846,Lakme Makeup 1014,Makeup,Lakme,Premium,522,6,4.4,6438,1922,85,94.77,1,1,68,11,59,Loyalty Only,4667,1,0,0,08/01/2018,0,18,126,529,1057,1,3,92.81,33,0.25,1.69,-8.099999999999994,-1166.3999999999992,-19.769491525423714,0.2091301591438251,Low,Category: Beauty | Product: Lakme Makeup 1014 | SubCategory: Makeup | Brand: Lakme | BrandTier: Premium | Promotion: Loyalty Only | Festival: Unknown | StoreType: Urban
01/08/2023,6,1,2023,1,0,1002,Electronics,299.55,0.43,170.74,11,Urban,288.75,177.7,26.6,2.5,0.61,2,37,128,134,Unknown,,4600192812011,Samsung Accessories 1002,Accessories,Samsung,Mid,1586,6,4.4,6438,994,92,213.98,1,0,27,68,108,Flash Sale,6270,0,0,0,04/19/2020,0,29,105,605,1352,0,1,93.41,28,0.16,1.46,-43.23999999999998,-5794.159999999997,-53.6496296296296,0.35917318856458597,High,Category: Electronics | Product: Samsung Accessories 1002 | SubCategory: Accessories | Brand: Samsung | BrandTier: Mid | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
03/20/2023,0,3,2023,0,0,1001,Grocery,49.65,0.45,27.31,14,Urban,52.07,156.3,4.5,2.8,0.34,13,12,322,152,Unknown,,1996313736102,Tata Spices 1001,Spices,Tata,Budget,71,5,2.1,7326,1794,123,40.21,1,0,88,27,32,Loyalty Only,5650,0,0,0,04/21/2018,0,36,116,653,1540,0,1,99.16,43,0.13,1.24,-12.900000000000002,-1960.8000000000004,-61.27500000000001,0.3268946864354276,Medium,Category: Grocery | Product: Tata Spices 1001 | SubCategory: Spices | Brand: Tata | BrandTier: Budget | Promotion: Loyalty Only | Festival: Unknown | StoreType: Urban
01/27/2023,4,1,2023,0,0,1000,Clothing,304.98,0.44,170.79,3,Urban,306.93,54.9,33.0,6.1,0.31,9,86,111,93,Unknown,,7738194950076,Allen Solly Activewear 1000,Activewear,Allen Solly,Premium,829,9,6.6,14271,706,51,229.01,1,0,63,88,72,Seasonal Discount,3945,0,0,0,02/20/2021,0,24,69,571,1218,0,0,90.86,24,0.3,1.82,-58.22,-5414.46,-75.20083333333334,0.27892428930066315,Medium,Category: Clothing | Product: Allen Solly Activewear 1000 | SubCategory: Activewear | Brand: Allen Solly | BrandTier: Premium | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Urban
06/23/2023,4,6,2023,0,0,1008,Beauty,49.37,0.27,36.04,14,Urban,50.44,94.4,18.0,5.4,0.21,8,185,23,134,Unknown,,5775484012877,L'oreal Haircare 1008,Haircare,L'oreal,Premium,504,5,2.1,7326,172,114,37.86,1,0,19,63,34,Loyalty Only,5589,0,1,0,01/02/2023,0,47,87,729,1835,1,3,98.54,26,0.35,1.18,-1.8200000000000003,-243.88000000000005,-7.17294117647059,0.2886442678934636,Medium,Category: Beauty | Product: L'oreal Haircare 1008 | SubCategory: Haircare | Brand: L'oreal | BrandTier: Premium | Promotion: Loyalty Only | Festival: Unknown | StoreType: Urban
02/19/2023,6,2,2023,1,0,1008,Clothing,479.82,0.32,326.28,11,Urban,469.6,180.6,25.4,2.4,0.41,12,120,28,97,Unknown,,3749811340871,FabIndia Winter wear 1008,Winter wear,FabIndia,Premium,781,6,4.4,6438,1587,22,310.15,1,0,87,19,89,Seasonal Discount,2377,0,0,0,10/16/2018,1,22,75,557,1164,1,0,98.16,5,0.2,4.41,16.129999999999995,1564.6099999999997,17.579887640449435,0.35421011219888804,High,Category: Clothing | Product: FabIndia Winter wear 1008 | SubCategory: Winter wear | Brand: FabIndia | BrandTier: Premium | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Urban
07/18/2023,1,7,2023,0,0,1006,Home,359.25,0.27,262.25,4,Urban,392.65,52.7,-1.4,2.7,0.2,13,135,398,75,Unknown,,6784244770317,Tupperware Bedding 1006,Bedding,Tupperware,Budget,2358,12,2.5,10210,917,46,204.23,1,0,57,87,52,Seasonal Discount,4615,0,0,0,01/12/2021,0,12,63,488,896,0,1,98.22,20,0.3,1.63,58.02000000000001,4351.500000000001,83.68269230769232,0.5238072152258939,High,Category: Home | Product: Tupperware Bedding 1006 | SubCategory: Bedding | Brand: Tupperware | BrandTier: Budget | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Urban
12/15/2023,4,12,2023,0,0,1002,Clothing,395.14,0.03,383.29,17,Urban,400.8,131.8,14.7,2.1,0.96,4,44,131,95,Unknown,,2845906189993,FabIndia Activewear 1002,Activewear,FabIndia,Mid,639,11,7.4,9278,765,87,277.39,0,0,24,57,89,Unknown,1672,0,1,0,11/10/2021,0,19,76,536,1084,0,2,92.51,29,0.24,1.09,105.90000000000003,10060.500000000004,113.03932584269667,0.3222002614040215,Medium,Category: Clothing | Product: FabIndia Activewear 1002 | SubCategory: Activewear | Brand: FabIndia | BrandTier: Mid | Promotion: Unknown | Festival: Unknown | StoreType: Urban
06/30/2023,4,6,2023,0,0,1017,Beauty,353.53,0.37,222.72,16,Rural,384.48,159.2,31.0,1.3,0.15,6,189,43,104,Unknown,,9755188027019,Lakme Makeup 1017,Makeup,Lakme,Mid,504,9,2.8,1951,1351,102,287.13,1,1,41,24,78,Seasonal Discount,5023,1,1,0,10/18/2019,0,25,79,577,1245,1,2,85.26,44,0.22,1.02,-64.41,-6698.639999999999,-85.88,0.09909798866690982,Low,Category: Beauty | Product: Lakme Makeup 1017 | SubCategory: Makeup | Brand: Lakme | BrandTier: Mid | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Rural
01/24/2023,1,1,2023,0,0,1010,Grocery,296.92,0.25,222.69,3,Urban,267.68,143.3,30.1,3.1,0.91,2,123,320,103,Unknown,,9334869047916,Amul Dairy 1010,Dairy,Amul,Mid,31,9,6.6,14271,147,49,227.95,1,1,93,41,87,Flash Sale,2220,0,0,1,08/30/2022,0,20,83,543,1111,0,1,91.24,21,0.24,2.1,-5.259999999999991,-541.7799999999991,-6.2273563218390695,0.2367415914714867,Low,Category: Grocery | Product: Amul Dairy 1010 | SubCategory: Dairy | Brand: Amul | BrandTier: Mid | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
